domain,total,M,F,18-24,25-34,35-44,45-54,>=55
miltrade.com.ua,5,5,0,0,4,1,0,0
aquatime.com.ua,2,0,2,0,0,2,0,0
mnogo-reshebnikov.ru,133,16,114,4,29,66,31,0
travel-club.ru,5,1,4,1,2,2,0,0
panoramas.dk,1,1,0,0,0,1,0,0
keane.pp.net.ua,1,1,0,0,1,0,0,0
gtspirit.com,2,2,0,0,2,0,0,0
lirafort.com,1,1,0,1,0,0,0,0
xn----7sbbajdi4c3acc4ago.xn--p1ai,6,6,0,6,0,0,0,0
mf-apelsin.ru,15,5,10,0,15,0,0,0
knowhistory.ru,7,2,5,1,0,6,0,0
yellow.29ru.net,3,3,0,0,3,0,0,0
uggbootsmadeinaustralia.com.au,1,0,1,0,0,1,0,0
piki-trip.ru,1,1,0,0,1,0,0,0
comedia-nn.livejournal.com,1,0,1,0,1,0,0,0
fly-and-travel.ru,2,0,2,2,0,0,0,0
abur.tv,4,0,2,1,1,0,0,0
es.thefreedictionary.com,2,0,2,2,0,0,0,0
vidto.me,1,0,1,1,0,0,0,0
uds.ua,72,0,72,67,0,5,0,0
zep.com.ua,8,7,0,0,4,2,1,0
gorki.second.by,2,2,0,0,2,0,0,0
mifyrima.ru,2,2,0,0,0,0,2,0
g-play.ru,2,0,2,0,0,2,0,0
ilovepeppa.ru,1,1,0,0,0,0,1,0
ford-modus.ru,49,47,2,47,0,0,2,0
nv.ntrtv.ru,4,4,0,0,4,0,0,0
pro100tak.com,2,1,1,1,0,1,0,0
bobfilm.net,98,66,27,8,45,33,5,2
spb-obivka.ru,1,1,0,0,1,0,0,0
forum.good-cook.ru,4,0,4,0,2,1,0,1
history-of-wars.ru,2,2,0,2,0,0,0,0
exir.ru,136,9,7,5,6,5,0,0
kznmed.ru,13,1,12,7,1,5,0,0
moinf.ru,58,58,0,0,0,58,0,0
salatik.info,1,0,1,1,0,0,0,0
russmodamag.ru,2,2,0,0,2,0,0,0
doma-pskov.ru,6,0,6,0,0,6,0,0
24farm.ru,87,20,66,1,27,37,18,3
tvoyinstrument.ru,84,52,3,3,4,41,7,0
fastener-express.com,1,1,0,0,1,0,0,0
teen-age.ucoz.ru,1,1,0,0,0,1,0,0
su5ia4zuv.com,1,1,0,0,0,0,1,0
mysenses.ru,3,1,2,0,1,0,0,2
luberpan.ru,1,1,0,0,0,0,1,0
fhm.ru,3,2,1,1,1,1,0,0
avrora063.ucoz.ru,1,0,1,1,0,0,0,0
ekklezia.ru,12,5,6,4,3,1,3,0
treningchess.com,2,1,0,0,0,1,0,0
vivatavto.citroen.ru,8,7,0,0,7,0,0,0
velikiye-luki-60.pulset.ru,1,0,1,0,0,1,0,0
ternopol.ter.olx.ua,5,5,0,0,5,0,0,0
vladimir83salnikov.com,13,0,13,0,13,0,0,0
xn--80aafud2a4ahed8bxdf1bb.xn--p1ai,7,6,1,0,1,1,5,0
ukrispodolsk.ru,26,0,26,0,26,0,0,0
imena-znachenie.ru,35,9,22,2,4,25,0,0
avariyca.ru,1,1,0,0,1,0,0,0
tubelombia.com,6,5,0,0,5,0,0,0
k-servic.ru,2,2,0,0,2,0,0,0
altai.fara.ru,11,0,11,0,11,0,0,0
hrust.net,35,34,0,1,9,21,1,2
connect.ua,1948,21,1924,1,14,7,1923,0
tabloid.pravda.com.ua,51,22,25,6,14,20,6,1
ru.sgames24.com,1,1,0,1,0,0,0,0
poiskboga.kz,1,1,0,0,0,1,0,0
suniversity.ru,2,1,1,0,0,1,1,0
kinolimon.ru,1,1,0,0,1,0,0,0
taxi-vrn.ru,21,3,18,1,0,20,0,0
smarthome.vaydurov.ru,1,1,0,0,0,1,0,0
videoseksonline.com,2,1,1,0,2,0,0,0
pravo.vuzlib.su,9,3,6,2,5,2,0,0
funnyday.com.ua,28,13,11,3,5,16,0,0
sport-russia.ru,37,27,10,0,18,15,4,0
video-drivers.com,1,1,0,0,1,0,0,0
filmove.ru,42,13,28,4,9,17,4,7
kalyan-malyanoff.ru,1,0,1,1,0,0,0,0
mirtu.com,2,2,0,0,0,2,0,0
smotrivoba.com,2,2,0,0,0,2,0,0
forum.excellent.ua,10,10,0,0,0,0,0,10
alphamaldives.com,1,1,0,0,0,1,0,0
devchonok.moy.su,1,0,1,0,1,0,0,0
psyterror.narod.ru,2,2,0,0,0,0,0,2
shlisselburg.trud.com,1,1,0,0,1,0,0,0
4sezona.in,1,0,1,0,1,0,0,0
video3porn.com,10,5,4,4,0,0,5,0
radiodetalki.narod.ru,3,0,3,0,3,0,0,0
forum.sape.ru,20,17,0,2,0,0,15,0
personalinjuryattorneysolutions.com,1,0,1,0,1,0,0,0
chow-russia.ru,1,0,1,0,1,0,0,0
gamma.wow-impulse.ru,6,3,3,0,0,2,2,2
ve11.ru,1,1,0,0,0,0,1,0
lishnemuvesu.ru,6,0,6,0,3,2,1,0
world-beaches.ru,2,2,0,0,0,2,0,0
luberecky.com,7,0,7,0,7,0,0,0
pochkapochka.ru,1,1,0,0,1,0,0,0
kroshechka.com,2,2,0,0,0,2,0,0
naurfo.ru,6,2,4,2,0,3,1,0
allcomedyclub.ru,50,12,18,10,7,4,9,0
healthinsurance102.com,1,0,1,0,0,1,0,0
pokupka-radiodetaley.ru,2,2,0,0,2,0,0,0
kirow.job.ru,1,0,1,0,1,0,0,0
mka.at.ua,2,0,2,0,0,2,0,0
fitting-trousers.ru,1,1,0,0,0,1,0,0
klub-rukodeliya.ru,1,0,1,0,0,1,0,0
metallocenter.ru,6,6,0,0,6,0,0,0
gamesballs.ru,4,0,4,0,0,0,0,4
petrenko-leonid-gruppa-dyuna-vikipediya.honda-vezel-club.ru,1,1,0,0,1,0,0,0
74.ru,116,0,116,1,108,7,0,0
looperman.com,10,10,0,0,10,0,0,0
dolmayak.ru,5,0,5,0,0,0,5,0
mir-zakupok.ru,2,2,0,0,2,0,0,0
omegametall.ru,1,1,0,1,0,0,0,0
growing-mushrooms.ru,2,2,0,0,2,0,0,0
kniga.seluk.ru,4,3,1,0,3,0,0,1
forum.geoclub.de,2,2,0,0,2,0,0,0
autogidro.ru,4,4,0,0,4,0,0,0
fiesta-brand.ru,12,12,0,0,12,0,0,0
automaps.ru,3,1,2,1,1,1,0,0
vent.vmz-nasos.ru,2,0,2,0,0,0,2,0
artageless.com,9,2,7,3,6,0,0,0
modnaya.info,3,0,3,0,0,0,3,0
sberbank2015.ru,27,8,17,3,8,4,7,3
pifagora.net,1,0,1,1,0,0,0,0
xn--66-mlcuen5b5b.xn--p1ai,1,0,1,0,0,1,0,0
artershop.com,64,63,1,0,1,63,0,0
promresurs.proelectro.ru,1,1,0,0,0,1,0,0
10ball.at.ua,4,0,4,0,0,4,0,0
net-a-porter.com,1,0,1,1,0,0,0,0
prikol.ru,113,70,8,2,33,41,2,0
stol.yw0.ru,2,0,2,0,2,0,0,0
krasoved.ru,62,21,37,9,20,18,9,2
ss-iptv.com,15,15,0,0,15,0,0,0
allsauna.ru,38,28,8,1,10,14,10,1
ero26.com,12,12,0,0,0,0,12,0
build-npz.ru,1,1,0,0,1,0,0,0
younggayboystube.com,13,9,0,0,9,0,0,0
electrolib.com,1,1,0,0,1,0,0,0
kino-action.ru,2,1,0,0,1,0,0,0
ivagan.3dn.ru,19,19,0,19,0,0,0,0
rudiplom.ru,101,43,52,21,27,31,5,11
platnoe-obrazovanie.ru,3,3,0,0,0,0,3,0
mr48.ru,1,1,0,0,0,1,0,0
xn-----6kcbbbxhad0cb4catkhwv9g.xn--p1ai,1,1,0,0,0,1,0,0
imrk.net,1,1,0,0,0,0,1,0
paradoxspace.com,13,0,13,13,0,0,0,0
doma-ru.blogspot.ru,1,0,1,0,1,0,0,0
gooper.ru,6,6,0,0,6,0,0,0
elenaturkka.ru,4,0,4,0,1,0,0,3
atomelectric.ru,11,11,0,0,0,9,0,2
sheerdecor.ru,2,2,0,0,0,0,2,0
forum-pmr.com,8,8,0,0,0,0,8,0
obuttik.ru,2,0,2,0,0,2,0,0
gmnet.ru,1,1,0,0,1,0,0,0
fox-racing.com.ua,1,1,0,1,0,0,0,0
expeditions.ru,2,2,0,0,2,0,0,0
wizzoo7.deviantart.com,1,1,0,0,1,0,0,0
usoccer.ru,17,11,6,0,16,0,1,0
1fpk.ru,1,1,0,0,0,0,1,0
kodtelefona.ru,163,92,67,14,68,45,27,5
vipmasterok.ru,6,4,2,0,5,1,0,0
cvrakadem.ru,1,0,1,0,0,1,0,0
bandzone.cz,1,1,0,0,0,1,0,0
вгик-проект.вихрь-тв.рф,1,1,0,0,1,0,0,0
angi.ru,5,1,2,0,3,0,0,0
sound-ideas.com,1,1,0,1,0,0,0,0
baikal.torgg.com,1,1,0,1,0,0,0,0
attarmms.com,1,1,0,0,0,1,0,0
goldenstar.ws,4,0,4,2,2,0,0,0
shooshtime.com,1,1,0,0,0,1,0,0
onlineprograms.ollusa.edu,1,0,1,1,0,0,0,0
smash.com,2,2,0,2,0,0,0,0
igrywinks.ru,43,24,17,0,16,25,0,0
it-master.biz,1,1,0,0,0,1,0,0
a-protest.org,2,0,2,0,0,2,0,0
dll-download-system.com,1,1,0,0,0,0,1,0
oiler.com.ua,1,1,0,0,0,1,0,0
atr24.ru,26,5,18,0,1,2,2,18
survbook.ru,1,1,0,0,1,0,0,0
wikiznanie.ru,54,36,16,8,29,8,7,0
tubepornvids.com,1,1,0,0,0,0,0,1
nsu.ru,21,0,21,20,0,1,0,0
amazonka.unoforum.ru,1,1,0,0,0,1,0,0
29fish.ru,44,3,0,0,0,3,0,0
snabinfo.ru,9,5,2,0,2,3,2,0
anub.ru,9,9,0,0,0,7,0,2
sovetskaya-estrada.ru,13,11,2,0,0,11,2,0
madelectronics.ru,18,18,0,1,11,3,3,0
party-prazdnik.ru,1,0,1,0,1,0,0,0
dietolog.com.ua,2,1,1,0,0,2,0,0
dizaks.ru,9,2,7,2,7,0,0,0
donetsk.stroika.biz.ua,1,1,0,0,1,0,0,0
gruzinfo.su,4,4,0,0,1,3,0,0
naparah.com,1,1,0,0,0,1,0,0
politiktop.ru,2,2,0,0,0,0,1,1
pptlit.ru,11,0,2,0,2,0,0,0
tti.sfedu.ru,1,1,0,0,1,0,0,0
rusatlet.com,13,6,1,0,6,0,0,1
vashmirpc.ru,2,1,1,0,0,1,0,1
photo-nudist.com,1,1,0,0,1,0,0,0
metamorphozis.com,1,1,0,1,0,0,0,0
propolzu.ru,3,0,3,3,0,0,0,0
journal.diastyle.ru,8,1,7,0,7,1,0,0
krondm.ru,1,1,0,0,0,1,0,0
mnml.ru,1612,1160,281,31,425,497,263,225
stoimost.org,6,3,3,2,2,2,0,0
xn----ftbpkmceb4j.xn-----7kcfgema6b3ayobesdu.xn----9sbbbpi8a9bt6f.xn--p1ai,2,0,2,2,0,0,0,0
anti-rs.ru,1,1,0,0,1,0,0,0
t-lar.narod.ru,1,1,0,0,0,0,0,1
lodgers.ru,2,0,2,0,0,0,0,2
ortomag.ru,3,0,3,0,2,1,0,0
donzella.ru,1,0,1,0,0,0,1,0
svadba.kharkov.ua,3,3,0,0,3,0,0,0
stroimsvoidom.com,1,1,0,0,0,0,1,0
centant.spbu.ru,2,1,1,0,1,0,1,0
develop-kinder.com,1,1,0,1,0,0,0,0
kurgan.medikateka.ru,2,2,0,0,2,0,0,0
education-medelle.com,2,0,2,2,0,0,0,0
maminovse.ru,1,0,1,0,0,1,0,0
alladvertising.ru,21,3,18,0,13,4,4,0
pravo.israelinfo.co.il,1,1,0,0,0,1,0,0
kinomania.ru,166,84,77,12,109,32,7,1
doors33.ru,102,101,1,0,9,87,6,0
izuminki.com,158,7,150,0,16,126,15,0
rodtour.ru,4,2,2,0,2,1,0,1
sumki.natropinkah.ru,1,0,1,0,1,0,0,0
xn----8sbfnxbted5bc.xn--p1ai,19,19,0,0,0,19,0,0
my-dictionary.ru,95,53,40,2,5,79,5,2
ng.kz,6,6,0,0,0,0,6,0
vasheizdatelstvo.ru,13,13,0,0,5,0,0,8
xn--e1afpbplzn.xn--p1ai,5,5,0,0,5,0,0,0
igotgf.com,2,2,0,0,0,0,2,0
planetcalc.ru,1,0,1,0,0,1,0,0
xn--80aezclli6gta.xn--e1arcbfn.xn--p1ai,2,0,2,0,0,0,2,0
kvartira-lux.ru,195,98,90,1,175,12,0,0
icenterstore.ru,1,0,1,0,1,0,0,0
kurazh.biz,3,3,0,0,3,0,0,0
gifzona.ru,23,5,18,0,2,16,3,2
aboutpartner.ru,35,15,20,2,9,15,8,1
nashigroshi.org,1,1,0,0,0,0,1,0
katespadeoutletcoupon.com,1,1,0,0,1,0,0,0
qant.pp.ua,2,0,2,0,0,2,0,0
garshin.ru,51,29,14,0,18,14,11,0
love.gayme.ru,3,3,0,0,0,3,0,0
fckhimki.ru,32,8,24,0,15,17,0,0
peterburg2.ru,74,14,56,0,5,22,13,30
serialsbox.net,2,0,2,0,2,0,0,0
mpgt.ru,4,4,0,0,4,0,0,0
proftehnika-vm.com,4,4,0,0,0,4,0,0
tereska.ru,5,3,2,0,2,3,0,0
find-art.com.ua,1,0,1,0,1,0,0,0
moto.masteraero.ru,8,0,8,8,0,0,0,0
sberbank-online.com,2,0,2,0,2,0,0,0
donetskua.io.ua,4,2,0,0,2,0,0,0
updk.ru,5,3,2,2,3,0,0,0
poleteli.at.ua,1,0,1,0,0,1,0,0
countryhous.ru,2,2,0,0,0,2,0,0
healthinsider.ru,14,8,6,0,3,8,2,1
jcb.ru,11,3,8,0,11,0,0,0
rostovcar.ru,1,1,0,0,0,1,0,0
physiotherapy.narod.ru,2,0,1,1,0,0,0,0
expertiza.garbor.ru,1,1,0,0,0,1,0,0
sew-world.ru,3,0,3,0,0,0,3,0
broadcasting.ru,33,30,3,2,26,5,0,0
muspenme.clan.su,1,0,1,0,1,0,0,0
umfc48.ru,3,3,0,3,0,0,0,0
medicalexam.borda.ru,9,9,0,0,0,0,9,0
ukki.ilove-sport.ru,16,16,0,0,16,0,0,0
hungary.obnovlenie.ru,1,1,0,0,0,0,0,1
putana.cz,1,1,0,0,0,1,0,0
ufa.dmir.ru,2,2,0,0,2,0,0,0
dlya-pohudeniya.ru,1,0,1,0,1,0,0,0
nikmurashkin.ru,8,8,0,0,2,0,6,0
kaskometr.ru,35,26,6,0,8,20,4,0
motofilin.com,6,6,0,0,6,0,0,0
fiktivbrak.ucoz.ru,1,1,0,0,0,1,0,0
funnykid.ru,5,3,2,0,2,3,0,0
nashakademka.narod.ru,1,1,0,0,0,1,0,0
dona-roza.ru,5,0,5,0,5,0,0,0
spb.ros-spravka.ru,4,3,1,0,3,1,0,0
marvinlorkov.narod.ru,3,3,0,0,0,3,0,0
kamerniy-teatr.ru,1,1,0,0,0,0,0,1
xn--80aesioedocghecm.kiev.ua,1,0,1,0,1,0,0,0
unirgroup.ru,3,3,0,0,0,0,3,0
men.ru,4,0,4,1,2,1,0,0
armer.com.tr,1,0,1,0,0,0,1,0
wifi-cherkassy.narod.ru,1,0,1,0,0,0,1,0
ebooks-share.net,1,1,0,0,0,1,0,0
dombyld.narod.ru,7,7,0,0,0,7,0,0
kino.10bb.ru,1,0,1,0,0,1,0,0
onlineconversion.com,1,1,0,0,1,0,0,0
blog.ksio.ru,16,5,11,1,5,9,1,0
sovetisosveta.ru,32,13,19,1,4,20,7,0
smolensk.tiu.ru,1,0,1,0,0,1,0,0
sinclairintl.com,1,1,0,0,1,0,0,0
pulsev.com.ua,8,5,2,2,4,1,0,0
suek.com,13,13,0,0,11,2,0,0
novomoskovsk.rujazi.com,2,0,2,0,0,0,2,0
babysafety.skynell.biz,1,1,0,0,1,0,0,0
clublife.ru,11,1,10,4,7,0,0,0
krugovorotzabot.com,1,0,1,0,0,1,0,0
club-vulkan.net,8,8,0,0,8,0,0,0
adobe-photoshop.ru,60,7,53,1,3,56,0,0
knyagna.ru,5,3,2,0,1,3,1,0
ozp.su,3,0,3,0,1,0,2,0
manga24.ru,54,53,0,50,3,0,0,0
xn--90ahckmemcg8b9j.xn--p1ai,1,0,1,0,0,0,0,1
stroimvsochi.ru,13,0,13,0,2,0,11,0
sec-online.ru,3,3,0,2,1,0,0,0
bamblbi.com,1,1,0,0,1,0,0,0
yh-ti.ru,8,0,8,2,3,3,0,0
tap-secure.rubiconproject.com,22,13,9,0,5,10,4,3
popgame-acgame.ru,1,0,1,0,0,0,1,0
tyca.ru,1,0,1,1,0,0,0,0
naselenie-stran.ru,4,4,0,0,0,4,0,0
dzhuliyavang.ru,13,4,9,0,4,8,1,0
8torrent.net,4,1,3,1,0,3,0,0
hongkonglife.ru,1,0,1,1,0,0,0,0
vopole.ru,6,6,0,0,4,1,1,0
m.kp.ru,7,6,0,0,1,1,2,2
globalmebel.ru,1,1,0,0,1,0,0,0
companydirectorcheck.com,2,0,2,0,0,2,0,0
delica-dorog.net,1,1,0,0,1,0,0,0
modafason.ru,1,0,1,0,0,1,0,0
w76.am15.net,42,19,21,1,19,14,5,1
paintball-airsoft.ru,2,2,0,0,2,0,0,0
fond.lact.ru,1,0,1,1,0,0,0,0
interiorman.ru,1,1,0,1,0,0,0,0
quelle.ru,266,45,219,7,97,45,11,104
styleclub.ru,4,1,0,0,0,0,1,0
cjcity.ru,6,5,1,0,4,1,0,1
aces.gg,68,65,1,15,48,3,0,0
analsexmovie.net,1,1,0,1,0,0,0,0
leds-magazine.ru,4,4,0,0,0,3,1,0
jkg-portal.com.ua,3,1,2,0,2,0,1,0
gastrobaiter.com,24,24,0,0,24,0,0,0
clashdaily.com,3,3,0,0,0,0,3,0
humantime.ru,3,1,2,1,0,0,1,1
cool-motors.ru,6,6,0,0,2,0,0,4
entergo.ru,2,1,1,0,2,0,0,0
filionhotel-crete.gr,1,1,0,0,1,0,0,0
khutorskoy.ru,1,0,1,0,0,0,1,0
utkonos.ru,156,42,103,18,31,71,19,6
bioedge.org,1,1,0,0,0,1,0,0
dth-auto.ru,2,2,0,0,0,0,2,0
uhogorlonos.info,3,1,2,0,0,2,1,0
madsextube.com,1,1,0,0,0,1,0,0
vko.ru,1,1,0,1,0,0,0,0
etonovosti.info,4,2,2,0,3,0,1,0
zapiskiprofana.ru,18,6,12,0,9,6,2,1
parapa.ru,634,0,614,614,0,0,0,0
nutriclub.ru,22,3,19,3,2,16,0,1
volgograd.superjob.ru,1,0,1,0,0,0,1,0
msiu.ru,7,0,7,0,0,0,7,0
restoran-akbash.com,1,0,1,0,1,0,0,0
community.mediamarkt.ru,1,1,0,0,0,1,0,0
gazetafilips.ru,2,2,0,0,0,2,0,0
belyk5.narod.ru,1,0,1,0,1,0,0,0
fareasttrans.all.biz,1,0,1,0,1,0,0,0
capitalshoes.ru,1,1,0,0,1,0,0,0
etksar.ru,2,2,0,0,0,2,0,0
cottage-services.ru,171,0,171,0,163,8,0,0
m.point.md,6,3,0,3,0,0,0,0
xn----ftbfabnafatguennuisbabjk1w.xn--p1ai,1,1,0,0,1,0,0,0
game.jofo.ru,1,0,1,0,1,0,0,0
israpolicy.com,1,1,0,0,1,0,0,0
saratovzdrav.ru,1,0,1,0,1,0,0,0
arteyes.ru,2,2,0,0,0,2,0,0
grifoninfo.ru,41,0,41,0,41,0,0,0
escc.ru,2,0,2,0,1,1,0,0
fashionsgirls.ru,5,0,5,0,5,0,0,0
ukrcossacks.at.ua,1,0,1,0,0,1,0,0
relaxon.net,7,4,3,0,5,2,0,0
xn--80aacbuczbw9a6a.xn--p1ai,17,7,9,1,12,2,1,0
zdorovyda.ru,19,5,11,1,2,9,2,2
light.webolomka.ru,3,0,3,0,0,3,0,0
klaava.fi,2,0,2,0,0,0,2,0
importrus.ru,2,2,0,0,2,0,0,0
logma.ucoz.ru,2,0,2,0,0,2,0,0
ufa.kreanor.ru,1,1,0,0,1,0,0,0
torrenthulk.com,4,3,1,0,4,0,0,0
dachanaudachu.blogspot.ru,5,3,2,0,0,0,3,2
scooter-remont.com,11,9,0,0,4,5,0,0
aphorisms.su,33,15,18,0,7,21,4,1
zcontest.ru,2,2,0,0,2,0,0,0
vekovent.ru,6,4,2,0,4,2,0,0
bonsaichik.ru,12,0,12,12,0,0,0,0
newvintageporn.com,6,6,0,0,0,6,0,0
rosmarka.ru,3,0,3,0,3,0,0,0
koshsps.ru,20,10,10,0,6,11,1,2
europages.com.ru,1,0,1,0,1,0,0,0
triolit.rosbizinfo.ru,9,9,0,0,0,0,9,0
shopzilla.com,16,16,0,0,0,16,0,0
bestdress.com.ua,8,5,3,2,0,1,5,0
sportizdorove.ru,8,8,0,0,0,8,0,0
miladies.ru,1,0,1,1,0,0,0,0
medicalss.ru,8,0,8,0,8,0,0,0
naportal.ru,2,0,2,0,0,2,0,0
zolotoypesok-gel.ru,6,6,0,0,6,0,0,0
goods.kaypu.com,2,2,0,0,2,0,0,0
ru.forsecurity.org,1,0,1,0,0,1,0,0
taroonline.narod.ru,47,0,43,33,7,0,2,1
provse.forum2x2.ru,2,1,1,0,1,1,0,0
chayblog.ru,1,1,0,0,0,0,0,1
fashiontime.ru,2,2,0,0,2,0,0,0
nig.mirtesen.ru,14,12,2,0,4,4,4,2
xn-----6kcnicu2avudbxo9f0am8d.xn--p1ai,2,2,0,0,0,0,2,0
nizhniy-novgorod.miltor.ru,8,8,0,0,0,8,0,0
vlg-sp.ru,7,0,7,7,0,0,0,0
metrika.yandex.ru,46,16,0,11,5,0,0,0
miataclub.ru,2,2,0,0,2,0,0,0
alta-travel.com.ua,1,0,1,0,1,0,0,0
certcollection.org,1,1,0,0,1,0,0,0
rutv.ru,98,50,28,7,36,18,8,9
kuzovnoy-moskva.ru,3,2,1,0,1,0,1,1
stoma-expo.ru,1,0,1,1,0,0,0,0
ndv77.ru,44,0,44,1,1,29,13,0
instalator.ru,7,6,1,0,2,4,1,0
217.16.28.70,3,2,1,0,2,0,1,0
wpmixer.ru,23,23,0,0,0,23,0,0
krasivo.biz,3,0,3,0,0,1,0,2
dengi-investora.ru,1,1,0,0,0,0,1,0
euphoria.biz,1,0,1,0,1,0,0,0
rybolovnyi.ru,7,0,7,0,0,7,0,0
all-for-vkontakte.ru,3,3,0,1,2,0,0,0
online-buhuchet.ru,27,1,26,25,1,1,0,0
srv10.serverfilm.net,1,0,1,0,1,0,0,0
polk.ru,20,4,15,0,4,15,0,0
sanktpeterburg.stomatologija.su,3,0,3,0,3,0,0,0
kursk.rujazi.com,2,2,0,0,0,2,0,0
humandesign.su,45,7,38,5,38,2,0,0
cotraj.ru,6,0,6,0,0,6,0,0
smi.academic.ru,2,0,2,0,0,2,0,0
volga-motors.ru,1,0,1,0,0,0,1,0
cleaningclub.ru,2,0,2,0,0,0,2,0
macrocom.ru,3,2,1,0,0,2,1,0
km-km.ru,20,9,10,2,10,5,0,2
lanos.do.am,1,1,0,0,0,1,0,0
smsport.ru,1,1,0,0,0,0,1,0
0572.at.ua,3,3,0,0,0,3,0,0
kyivstar.at.ua,2,0,2,0,0,0,0,2
find-music.net,2,2,0,0,2,0,0,0
mo-bile.com,2,0,2,0,1,1,0,0
kaliningrad.kp.ru,2,1,1,1,1,0,0,0
angeljohnsy.blogspot.com,1,1,0,0,1,0,0,0
tourister.ru,95,37,56,7,19,44,14,9
lugaland.com,1,0,1,0,0,1,0,0
rand.so,1,1,0,0,0,1,0,0
sopaz.ru,19,2,1,0,0,3,0,0
bard.ru,15,5,5,0,2,6,1,1
ohdevochki.ru,1,0,1,0,1,0,0,0
mainporno.com,8,5,2,1,5,1,0,0
riesenschnauzer.mybb.ru,1,1,0,0,0,0,1,0
global-village.ru,2,0,2,0,0,0,2,0
cambridgeincolour.com,4,4,0,0,0,4,0,0
apk66.ru,1,0,1,0,0,1,0,0
vitaminas.ru,6,5,1,0,0,3,2,1
old.bobrolet.ru,2,0,2,2,0,0,0,0
vkusno-sekretno.ru,1,0,1,0,0,1,0,0
xn--e1aaed1adadqfl1d.xn--p1ai,1,1,0,0,0,1,0,0
gciskander.ru,4,4,0,0,0,4,0,0
ddk.kz,5,5,0,0,5,0,0,0
litras.ru,1,0,1,0,0,1,0,0
one4you.ru,16,7,9,4,0,10,2,0
my-garage.spb.ru,2,2,0,0,2,0,0,0
rusbuss.ru,2,0,1,0,0,0,1,0
javasea.ru,1,0,1,0,1,0,0,0
motoblok66.ru,2,2,0,0,0,2,0,0
erpandcrm.ru,1,1,0,0,1,0,0,0
rolax.ru,2,0,2,0,0,2,0,0
webcam.guru.ua,24,13,11,7,6,6,5,0
prada-york.ucoz.ru,1,1,0,0,1,0,0,0
radiomo.listen2myradio.com,2,0,2,0,2,0,0,0
privet.ru,6,2,1,0,2,0,0,1
infoglaza.ru,111,29,75,8,72,14,8,2
dictionnaire.reverso.net,3,3,0,0,2,1,0,0
mkpochtoi.narod.ru,4,4,0,0,3,0,1,0
moskva.7495.xn--p1ai,1,0,1,0,1,0,0,0
web-camera.tvoymore.ru,1,1,0,0,0,1,0,0
r77.fssprus.ru,1,0,1,0,0,0,1,0
fsin-russia.ru,1,0,1,0,0,1,0,0
doom13.diary.ru,11,11,0,0,11,0,0,0
opeterburge.ru,1,1,0,1,0,0,0,0
ilovs.ru,10,3,7,3,0,2,5,0
zautoshop.com,1,1,0,0,1,0,0,0
gamesgoodru.blogspot.com,5,5,0,0,0,5,0,0
krassh.ru,5,5,0,0,0,5,0,0
milea.clan.su,4,4,0,0,0,4,0,0
truth-about-men.livejournal.com,1,1,0,0,1,0,0,0
e-apteka.ru,2,1,1,0,1,0,0,1
webcamgirls.me,1,1,0,0,0,1,0,0
straus-spb.ru,5,5,0,2,3,0,0,0
innoscien.com,1,1,0,0,0,0,1,0
tezars.ru,1,1,0,1,0,0,0,0
autofile.ucoz.ru,1,1,0,0,1,0,0,0
mail.nemo-crack.org,1,1,0,0,1,0,0,0
polezno.com,16,7,8,0,2,8,5,0
rezbapoderevu.net,4,3,1,1,0,3,0,0
krasivo.mirtesen.ru,57,33,22,0,4,31,7,13
kryshikrovli.ru,3,2,0,0,1,0,1,0
lostgorod.ru,4,1,0,0,0,1,0,0
buttinsider.com,8,8,0,0,4,4,0,0
alfarabinur.kz,2,2,0,0,2,0,0,0
info.ruvegas.ru,1,1,0,0,1,0,0,0
vseekrany.ru,6,6,0,4,2,0,0,0
rezepty.ru,19,3,16,1,4,7,7,0
vins-france.ru,10,8,2,0,3,5,2,0
online-sberbank.net,4,0,4,0,0,0,4,0
ruscico.com,1,0,1,1,0,0,0,0
dual.com.ua,1,1,0,0,0,1,0,0
forum.vitawater.ru,72,56,1,42,14,0,0,1
авто-поделки.рф,1,0,1,0,0,1,0,0
jooov.net,158,50,100,16,47,46,32,9
dwinsdle-kiynkey.info,1,0,1,0,1,0,0,0
igroks.ucoz.ru,4,2,2,2,2,0,0,0
sfera-service.ru,1,0,1,0,0,0,1,0
nokaut.by,2,2,0,0,2,0,0,0
samsdelai.info,33,6,27,0,1,17,9,6
chtptu.ru,1,0,1,0,1,0,0,0
webcamtoy.com,71,6,65,13,36,16,6,0
xn----7sbbhef7cpebbpj8b.xn--p1ai,13,9,4,2,5,4,0,2
yuldash.com,511,3,3,3,0,3,0,0
kostikova.club,4,0,4,0,4,0,0,0
lottoshka.ru,2,1,1,0,1,1,0,0
game-angrybirds.ru,21,6,15,0,15,6,0,0
tubemate-youtube-downloader.ru.uptodown.com,1,1,0,0,1,0,0,0
ironman.ru,42,13,16,1,19,4,5,0
ruskorinfo.ru,1,1,0,0,1,0,0,0
itb-company.com,4,0,4,0,4,0,0,0
1tbc.com,1,0,1,0,0,1,0,0
lecheniezybov.ru,1,0,1,0,0,0,0,1
clockshop.ru,163,117,29,0,28,80,38,0
media-security.ru,1,1,0,0,0,1,0,0
66print.ru,9,9,0,0,0,0,9,0
telefoner.ru,5,4,0,0,1,2,1,0
fr34.ucoz.ru,1,1,0,0,0,1,0,0
